ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_o36_similar_S,FB_anotherproduct_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,Google_youtube_S,Google_display_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2020/5/6,0,0,0,0,0,0,0,0,0,0,11969,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/7,0,0,0,0,0,0,0,0,0,0,12808,0,0,0,0,0,0,0,33,0,0,rawMedia,4_1114_7
2020/5/8,0,0,0,0,0,0,0,0,0,0,14919,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/9,0,0,0,0,0,0,0,0,0,0,15939,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/5/10,0,0,0,0,0,0,0,0,0,0,15802,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/11,0,0,0,0,0,0,0,0,0,0,14030,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/12,0,0,0,0,0,0,0,0,0,0,14912,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/13,0,0,0,0,0,0,0,0,0,0,7501,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/14,0,0,0,0,0,0,0,0,0,0,14682,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/15,0,0,0,0,0,0,0,0,0,0,17431,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/16,0,0,0,0,0,0,0,20672,0,0,52030,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/17,0,0,0,0,0,0,0,5953,0,0,27359,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/5/18,0,0,0,0,0,0,0,0,0,0,17503,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/19,0,0,0,0,0,0,0,883,0,0,12827,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/20,0,0,0,0,0,0,0,3823,0,0,13720,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/21,0,0,0,0,0,0,0,2039,0,0,6457,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/22,0,0,0,0,0,0,0,4637,0,0,16258,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/23,0,0,0,0,0,0,0,4619,0,0,16297,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/5/24,0,0,0,0,0,0,0,4021,0,0,13812,0,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/5/25,0,0,0,0,0,0,0,4020,0,0,13943,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/5/26,0,0,0,0,0,0,0,4009,0,0,14183,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/27,0,0,0,0,0,0,0,4028,0,0,13879,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/28,0,0,0,0,0,0,0,3922,0,0,13929,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/29,0,0,0,0,0,0,0,3884,0,0,13495,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/30,0,0,0,0,0,0,0,2306,0,0,8402,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/5/31,0,0,0,0,0,0,0,4010,0,0,18712,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/1,0,0,0,0,0,0,0,4002,0,0,18912,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/2,0,0,0,0,0,0,0,4006,0,0,18749,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/3,0,0,0,0,0,0,0,3912,0,0,19218,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/4,0,0,0,0,0,0,0,4030,0,0,18936,0,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/6/5,0,0,0,0,0,0,0,4029,0,0,19257,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/6,0,0,0,0,0,0,0,4011,0,0,17776,0,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/6/7,0,0,0,0,0,0,0,4017,0,0,12017,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/8,0,0,0,0,0,0,0,542,0,0,954,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/10,0,0,0,0,0,0,0,4607,0,0,21825,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/11,0,0,0,0,0,0,0,4251,0,0,20509,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/12,0,0,0,0,0,0,0,9875,0,0,15135,0,0,0,0,0,0,0,78,0,0,rawMedia,4_1114_7
2020/6/13,0,0,0,0,0,0,0,18434,0,0,15573,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/14,0,0,0,0,0,0,0,16064,0,0,14036,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/15,0,0,0,0,0,0,0,5340,0,0,10692,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/16,0,0,0,0,0,0,0,0,0,0,18102,0,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/6/17,0,0,0,0,0,0,0,0,0,0,17642,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/18,0,0,0,0,0,0,0,0,0,0,17644,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/19,0,0,0,0,0,0,0,0,0,0,17458,0,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/6/20,0,0,0,0,0,0,0,0,0,0,15953,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/21,0,0,0,0,0,0,0,0,0,0,16411,0,0,0,0,0,0,0,78,0,0,rawMedia,4_1114_7
2020/6/22,0,0,0,0,0,0,0,0,0,0,15178,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/23,0,0,0,0,0,0,0,8837,0,0,14969,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/24,0,0,0,0,0,0,0,5626,0,0,22126,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/25,0,0,0,0,0,0,0,5782,0,0,25066,0,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/6/26,0,0,0,0,0,0,0,6269,0,0,27084,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/27,0,0,0,0,0,0,0,6652,0,0,24944,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/6/28,0,0,0,0,0,0,0,9013,0,0,25930,0,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/6/29,0,0,0,0,0,0,0,10777,0,0,21593,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/6/30,0,0,0,0,0,0,0,14922,0,0,24728,0,0,0,0,0,0,0,78,0,1,rawMedia,4_1114_7
2020/7/1,0,0,0,0,0,0,0,10568,0,0,30049,0,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/7/2,0,0,0,0,0,0,0,12291,0,0,28920,2005,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/7/3,0,0,0,0,0,0,0,11070,0,7615,30392,1910,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/7/4,0,0,0,0,0,0,0,10967,0,3345,29681,1896,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/5,0,0,0,0,0,0,0,11703,0,0,30721,2004,0,0,0,0,0,0,78,0,1,rawMedia,4_1114_7
2020/7/6,0,0,0,0,0,0,0,16468,0,0,15655,2003,0,0,0,0,0,0,78,0,0,rawMedia,4_1114_7
2020/7/7,0,0,0,0,0,0,0,28707,0,10398,12876,8037,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/8,0,0,0,0,0,0,0,21332,0,4881,30186,5787,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/7/9,0,0,0,0,0,0,0,18030,0,5727,19481,9076,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/10,0,0,0,0,0,0,0,14545,0,3106,13411,9580,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/7/11,0,0,0,0,0,0,0,17611,0,0,11169,11542,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/12,0,0,0,0,0,0,0,33805,0,122,8424,14769,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/13,0,0,0,0,0,0,0,32873,0,11556,8438,9077,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/14,0,0,0,0,0,0,0,57938,0,8792,13997,11943,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/15,0,0,0,0,0,0,0,10531,0,11472,27578,796,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/16,0,0,0,0,0,0,0,23949,0,6219,34448,6300,0,0,0,0,0,0,85,0,0,rawMedia,4_1114_7
2020/7/17,0,0,0,0,0,0,0,30923,0,3817,38313,10742,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/18,0,0,0,0,0,0,0,30747,0,7603,38511,2886,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/7/19,0,0,0,0,0,0,0,32167,0,6110,38863,0,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/20,0,0,0,0,0,0,0,39706,0,5942,22123,6146,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/7/21,0,0,0,0,0,0,0,43745,0,8150,37693,21187,0,0,0,0,0,0,130,0,1,rawMedia,4_1114_7
2020/7/22,0,0,0,0,0,0,0,27878,0,8244,27720,23381,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/23,0,0,0,0,0,0,0,36377,0,7282,41671,27309,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/24,0,0,0,0,0,0,0,56532,0,5286,29034,22468,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/7/25,0,0,0,0,0,0,0,56307,0,5323,4080,15722,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/7/26,0,0,0,0,0,0,0,58652,0,8369,0,20729,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/7/27,0,0,0,0,0,0,0,59357,0,0,0,16898,0,0,0,0,0,0,46,0,0,rawMedia,4_1114_7
2020/7/28,0,0,0,0,0,0,0,74838,0,0,5701,9965,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/7/29,0,0,0,0,0,0,0,74629,0,0,11760,6030,0,0,0,0,0,0,130,0,1,rawMedia,4_1114_7
2020/7/30,0,0,0,0,0,0,0,65593,0,0,11748,9887,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/7/31,0,0,0,0,0,0,0,69262,2483,0,13914,12647,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/1,0,0,0,0,0,0,0,74729,2500,0,11035,13471,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/2,0,0,0,0,0,0,0,89488,2498,0,10846,14425,0,0,0,0,0,0,91,0,1,rawMedia,4_1114_7
2020/8/3,0,0,0,0,0,0,0,70697,4891,0,7474,13391,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/4,0,0,0,0,0,0,0,104099,5000,0,4923,11994,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/5,0,0,0,0,0,0,0,101261,5000,0,36207,12692,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/6,0,0,0,0,0,0,0,98477,4999,0,41113,16672,0,0,0,0,0,0,130,0,1,rawMedia,4_1114_7
2020/8/7,0,0,0,0,0,0,0,101888,5000,0,41175,17449,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/8,0,0,0,0,0,0,0,115557,4999,0,42650,15633,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/9,0,0,0,0,0,0,0,104780,4996,0,37061,13484,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/10,0,0,0,0,0,0,0,105770,4496,0,34968,17038,0,0,0,0,0,0,39,0,0,rawMedia,4_1114_7
2020/8/11,0,0,0,0,0,0,0,97466,5000,0,39572,11517,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/12,0,0,0,0,0,0,0,105339,5000,0,36307,10393,0,0,0,0,0,0,169,0,1,rawMedia,4_1114_7
2020/8/13,0,0,0,0,0,0,0,102496,4997,0,46987,10558,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/8/14,0,0,0,0,0,0,0,47190,4896,0,62895,11165,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/8/15,0,0,0,0,0,0,0,32650,4818,0,74944,10937,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/16,0,0,0,0,0,0,0,35285,4830,0,71457,11187,0,0,0,0,0,0,46,0,0,rawMedia,4_1114_7
2020/8/17,0,0,0,0,0,0,0,34778,4740,0,67317,13780,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/8/18,0,0,0,0,0,0,0,16726,386,0,79036,11374,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/19,0,0,0,0,0,0,0,17815,4919,0,49981,5543,0,0,0,0,0,0,130,0,1,rawMedia,4_1114_7
2020/8/20,0,0,0,0,0,0,0,27752,4992,0,59060,7894,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/8/21,0,0,0,0,0,0,0,31999,4967,0,57510,8279,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/8/22,0,0,0,0,0,0,0,38834,4954,0,57449,10508,0,0,0,0,0,0,91,0,1,rawMedia,4_1114_7
2020/8/23,0,0,0,0,0,0,0,58268,9000,0,62008,15403,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/24,0,0,0,0,0,0,0,67180,8835,0,71625,14430,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/8/25,0,0,0,0,0,0,0,97522,9000,0,56986,15914,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/26,0,0,0,0,0,0,0,25965,8994,0,71614,16407,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/8/27,0,0,0,0,0,0,0,3380,9000,0,67260,17466,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/28,0,0,0,0,0,0,0,397,2811,0,49129,10223,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/29,0,0,0,0,0,0,0,0,0,0,41098,9962,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/8/30,0,0,0,0,0,0,0,0,0,0,36312,7464,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/8/31,0,0,0,0,0,0,0,0,0,0,35577,5506,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/1,0,0,0,0,0,0,0,0,0,0,36628,0,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/2,0,0,0,0,0,0,0,0,3549,0,49788,3889,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/3,0,0,0,0,0,0,0,0,3999,0,56558,3461,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/4,0,0,0,0,0,0,0,0,0,0,46812,6116,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/9/5,0,0,0,0,0,0,0,0,4,0,52977,4043,0,0,0,0,0,0,130,0,0,rawMedia,4_1114_7
2020/9/6,0,0,0,0,0,0,0,0,0,0,52886,3507,0,0,0,0,0,0,39,0,1,rawMedia,4_1114_7
2020/9/7,0,0,0,0,0,0,0,0,0,0,64630,6313,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/8,0,0,0,0,0,0,0,0,0,0,69397,7009,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/9,0,0,0,0,0,0,0,0,0,0,72054,7198,0,0,0,0,0,0,91,0,1,rawMedia,4_1114_7
2020/9/10,0,0,0,0,0,0,0,4923,0,0,84322,7200,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/11,0,0,0,0,0,0,0,5067,0,0,72674,7155,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/12,0,0,0,0,0,0,0,5010,0,0,61881,7118,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/13,0,0,0,0,0,0,0,4532,0,0,59956,6545,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/14,0,0,0,0,0,0,0,4555,0,0,57682,6366,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/9/15,0,0,0,0,0,0,0,4520,0,0,60303,6604,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/9/16,0,0,0,0,0,0,0,4435,5796,0,66704,6486,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/17,0,0,0,0,0,0,0,4534,5991,0,88116,7461,0,0,0,0,0,0,46,0,0,rawMedia,4_1114_7
2020/9/18,0,0,0,0,0,0,0,4555,5953,0,88045,7807,0,0,0,0,0,0,91,0,0,rawMedia,4_1114_7
2020/9/19,0,0,0,0,0,0,0,7612,5875,0,97602,8184,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/9/20,0,0,0,0,0,0,0,7461,5984,0,96791,7883,0,0,0,0,0,0,46,0,0,rawMedia,4_1114_7
2020/9/21,0,0,0,0,0,0,0,7584,5813,0,97762,8039,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/9/22,0,0,0,0,0,0,0,7534,5877,0,99653,5992,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/9/23,0,0,0,0,0,0,0,7532,5884,0,104474,10613,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/24,0,0,0,0,0,0,0,7561,5358,0,104961,14461,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/25,0,0,0,0,0,0,0,7410,6000,0,105356,11166,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/26,0,0,0,0,0,0,0,7418,5514,0,110837,9832,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/27,0,0,0,0,0,0,0,7612,5927,0,109800,10008,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/28,0,0,0,0,0,0,0,7536,5702,0,108625,10048,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/9/29,0,0,0,0,0,0,0,7474,6000,0,106654,17878,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/9/30,0,0,0,0,0,0,0,7466,5839,0,103287,12233,0,0,0,0,0,0,0,0,0,rawMedia,4_1114_7
2020/10/1,0,0,0,0,0,0,0,7504,578,0,106641,10815,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/10/2,0,0,0,0,0,0,0,7528,0,0,107604,10728,0,0,0,0,0,0,91,0,1,rawMedia,4_1114_7
2020/10/3,0,0,0,0,0,0,0,22369,0,0,85441,10830,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/10/4,0,0,0,0,0,0,0,42725,0,0,67120,8027,0,0,0,0,0,0,85,0,1,rawMedia,4_1114_7
2020/10/5,0,0,0,0,0,0,0,42470,0,0,38695,5661,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/6,0,0,0,0,0,0,0,35536,0,0,20081,5002,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/7,0,0,0,0,0,0,0,29184,0,0,48518,5034,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/8,0,0,0,0,0,0,0,30093,0,0,46761,4922,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/9,0,0,0,0,0,0,0,17473,0,0,51917,5029,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/10,0,0,0,0,0,0,0,38674,0,0,51624,4978,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/11,0,0,0,0,0,0,0,52400,0,0,52899,5022,0,0,0,0,0,0,189,0,2,rawMedia,4_1114_7
2020/10/12,0,0,0,0,0,0,0,40111,0,0,52146,2128,0,0,0,0,0,0,91,0,2,rawMedia,4_1114_7
2020/10/13,0,0,0,0,0,0,0,35633,0,0,52925,5520,0,0,0,0,0,0,98,0,1,rawMedia,4_1114_7
2020/10/14,0,0,0,0,0,0,0,35798,0,0,47469,5609,0,0,0,0,0,0,46,0,0,rawMedia,4_1114_7
2020/10/15,0,0,0,0,0,0,0,25665,0,0,45375,5577,0,0,0,0,0,0,98,0,1,rawMedia,4_1114_7
2020/10/16,0,0,0,0,0,0,0,21665,0,0,51549,5550,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/10/17,0,0,0,0,0,0,0,27118,0,0,47011,5593,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/10/18,0,0,0,0,0,0,0,27076,0,0,57184,4999,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/10/19,0,0,0,0,0,0,0,17769,0,0,52568,3540,0,0,0,0,0,0,143,0,1,rawMedia,4_1114_7
2020/10/20,0,0,0,0,0,0,0,0,0,0,67841,0,0,0,0,0,0,0,651,0,11,rawMedia,4_1114_7
2020/10/21,0,0,0,0,0,0,0,0,0,0,82338,0,0,0,0,0,0,0,247,0,9,rawMedia,4_1114_7
2020/10/22,0,0,0,0,0,0,0,0,0,0,101542,0,0,0,0,0,0,0,332,0,4,rawMedia,4_1114_7
2020/10/23,0,0,0,0,0,0,0,0,0,0,111494,0,0,0,0,0,0,0,98,0,2,rawMedia,4_1114_7
2020/10/24,0,0,0,0,0,0,0,0,0,0,111058,0,0,0,0,0,0,0,150,0,2,rawMedia,4_1114_7
2020/10/25,0,0,0,0,0,0,0,0,0,0,112458,4901,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/10/26,0,0,0,0,0,0,0,0,0,0,106785,4870,0,0,0,0,0,0,46,0,3,rawMedia,4_1114_7
2020/10/27,0,0,0,0,0,0,0,0,0,0,111505,5083,0,0,0,0,0,0,98,0,3,rawMedia,4_1114_7
2020/10/28,0,0,0,0,0,0,0,0,0,0,114412,5057,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/10/29,0,0,0,0,0,0,0,0,0,0,108605,5057,0,0,0,0,0,0,143,0,3,rawMedia,4_1114_7
2020/10/30,0,0,0,0,0,0,0,0,0,0,94369,5024,0,0,0,0,0,0,0,0,1,rawMedia,4_1114_7
2020/10/31,0,0,0,0,0,0,0,0,0,0,94433,5008,0,0,0,0,0,0,98,0,3,rawMedia,4_1114_7
2020/11/1,0,0,0,0,0,0,0,0,0,0,77948,5012,0,0,0,0,0,0,286,0,3,rawMedia,4_1114_7
2020/11/2,0,0,0,0,0,0,0,0,0,0,86264,4999,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/11/3,0,0,0,0,0,0,0,0,0,0,89938,5012,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/11/4,0,0,0,0,0,0,0,0,0,0,88621,5004,0,0,0,0,0,0,195,0,2,rawMedia,4_1114_7
2020/11/5,0,0,0,0,0,0,0,0,0,0,104635,5024,0,0,0,0,0,0,46,0,4,rawMedia,4_1114_7
2020/11/6,0,0,0,0,0,0,0,68415,0,0,110287,4942,0,0,0,0,0,0,143,0,3,rawMedia,4_1114_7
2020/11/7,0,0,0,0,0,0,0,69016,0,0,96531,5007,0,0,0,0,0,0,91,0,2,rawMedia,4_1114_7
2020/11/8,0,0,0,0,0,0,0,55867,0,0,95963,5035,0,0,0,0,0,0,46,0,5,rawMedia,4_1114_7
2020/11/9,0,0,0,0,0,0,0,8509,0,0,95759,5016,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/11/10,0,0,0,0,0,0,0,0,0,0,95167,1158,0,0,0,0,0,0,0,0,3,rawMedia,4_1114_7
2020/11/11,0,0,0,0,0,0,0,22148,0,0,93556,0,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/11/12,0,0,0,0,0,0,0,27837,0,0,93917,0,0,0,0,0,0,0,150,0,3,rawMedia,4_1114_7
2020/11/13,0,0,0,0,0,0,0,24676,0,0,96024,0,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/11/14,0,0,0,0,0,0,0,17068,0,0,99974,0,0,0,0,0,0,0,98,0,2,rawMedia,4_1114_7
2020/11/15,0,0,0,0,0,0,0,33106,0,0,88562,0,0,0,0,0,0,0,91,0,2,rawMedia,4_1114_7
2020/11/16,0,0,0,0,0,0,0,39014,0,0,88139,0,0,0,0,0,0,0,0,0,4,rawMedia,4_1114_7
2020/11/17,0,0,0,0,0,0,0,45273,0,0,101637,0,0,0,0,0,0,0,98,0,2,rawMedia,4_1114_7
2020/11/18,0,0,0,0,0,0,0,50397,0,0,93386,0,0,0,0,0,0,0,46,0,3,rawMedia,4_1114_7
2020/11/19,0,0,0,0,0,0,0,47944,0,0,91704,0,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/11/20,0,0,0,0,0,0,0,31418,0,0,86293,0,0,0,0,0,0,0,46,0,1,rawMedia,4_1114_7
2020/11/21,0,0,0,0,0,0,0,19529,0,0,79782,0,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/11/22,0,0,0,0,0,0,0,19395,0,0,84612,0,0,0,0,0,0,0,137,0,3,rawMedia,4_1114_7
2020/11/23,0,0,0,0,0,0,0,19437,0,0,83166,0,0,0,0,0,0,0,46,0,3,rawMedia,4_1114_7
2020/11/24,0,0,0,0,0,0,0,4732,0,0,104874,0,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/11/25,0,0,0,0,0,0,0,0,0,0,108943,0,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/11/26,0,0,0,0,0,0,0,0,0,0,100398,0,0,0,0,0,0,0,46,0,3,rawMedia,4_1114_7
2020/11/27,0,0,0,0,0,0,0,0,0,0,95980,0,0,0,0,0,0,0,143,0,1,rawMedia,4_1114_7
2020/11/28,0,0,0,0,0,0,0,0,0,0,93304,0,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/11/29,0,0,0,0,0,0,0,0,0,0,96381,0,0,0,0,0,0,0,189,0,4,rawMedia,4_1114_7
2020/11/30,0,0,0,0,0,0,0,0,0,0,97929,0,0,0,0,0,0,0,0,0,3,rawMedia,4_1114_7
2020/12/1,0,0,0,0,0,0,0,0,0,0,102392,0,0,0,0,0,0,0,46,0,2,rawMedia,4_1114_7
2020/12/2,0,0,0,0,0,0,0,0,0,0,104358,0,0,0,0,0,0,0,92,0,1,rawMedia,4_1114_7
2020/12/3,0,0,0,0,0,0,0,0,0,0,111745,0,0,0,0,0,0,0,0,0,2,rawMedia,4_1114_7
2020/12/4,0,0,0,0,0,0,0,37989,0,0,111657,0,0,0,0,0,0,0,92,0,1,rawMedia,4_1114_7
